Регіон	Тип ради	Партія	Кількість голосів, поданих за партію	Кількість мандатів	Вакантні мандати
Чернігівська обл., Городнянська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2320	7	0
Чернігівська обл., Городнянська районна рада	Районна рада	"Політична партія ""Наш край"""	2034	7	0
Чернігівська обл., Городнянська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	1665	5	0
Чернігівська обл., Городнянська районна рада	Районна рада	Аграрна партія України	1548	5	0
Чернігівська обл., Городнянська районна рада	Районна рада	Радикальна партія Олега Ляшка	1221	4	0
Чернігівська обл., Городнянська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	977	3	0
Чернігівська обл., Городнянська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	944	3	0
Чернігівська обл., Городнянська районна рада	Районна рада	"Політична партія ""Нова держава"""	323	0	0
Чернігівська обл., Ічнянська районна рада	Районна рада	Аграрна партія України	2689	8	0
Чернігівська обл., Ічнянська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2336	7	0
Чернігівська обл., Ічнянська районна рада	Районна рада	"Політична партія ""Наш край"""	2222	7	0
Чернігівська обл., Ічнянська районна рада	Районна рада	Радикальна партія Олега Ляшка	1790	5	0
Чернігівська обл., Ічнянська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	1634	5	0
Чернігівська обл., Ічнянська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	625	2	0
Чернігівська обл., Ічнянська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	239	0	0
Чернігівська обл., Ічнянська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	238	0	0
Чернігівська обл., Ічнянська районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	135	0	0
Чернігівська обл., Ічнянська районна рада	Районна рада	"Політична партія ""Нова держава"""	102	0	0
Чернігівська обл., Козелецька районна рада	Районна рада	"Політична партія ""Наш край"""	4544	9	0
Чернігівська обл., Козелецька районна рада	Районна рада	Аграрна партія України	3538	7	0
Чернігівська обл., Козелецька районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	3526	7	0
Чернігівська обл., Козелецька районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2854	5	0
Чернігівська обл., Козелецька районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	2430	4	0
Чернігівська обл., Козелецька районна рада	Районна рада	Радикальна партія Олега Ляшка	1569	3	0
Чернігівська обл., Козелецька районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	854	0	0
Чернігівська обл., Козелецька районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	840	0	0
Чернігівська обл., Козелецька районна рада	Районна рада	"Політична партія ""Нова держава"""	438	0	0
Чернігівська обл., Коропська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2823	7	0
Чернігівська обл., Коропська районна рада	Районна рада	"Політична партія ""Наш край"""	1899	5	0
Чернігівська обл., Коропська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	1803	5	0
Чернігівська обл., Коропська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	1251	3	0
Чернігівська обл., Коропська районна рада	Районна рада	Радикальна партія Олега Ляшка	1042	3	0
Чернігівська обл., Коропська районна рада	Районна рада	Аграрна партія України	1022	3	0
Чернігівська обл., Коропська районна рада	Районна рада	"Політична партія ""Сила і Честь"""	606	1	0
Чернігівська обл., Коропська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	484	0	0
Чернігівська обл., Корюківська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	4022	14	0
Чернігівська обл., Корюківська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	1185	4	0
Чернігівська обл., Корюківська районна рада	Районна рада	Аграрна партія України	1088	4	0
Чернігівська обл., Корюківська районна рада	Районна рада	Радикальна партія Олега Ляшка	1008	4	0
Чернігівська обл., Корюківська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	954	3	0
Чернігівська обл., Корюківська районна рада	Районна рада	"Політична партія ""Наш край"""	840	3	0
Чернігівська обл., Корюківська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	627	2	0
Чернігівська обл., Корюківська районна рада	Районна рада	"Політична партія ""Нова держава"""	177	0	0
Чернігівська обл., Куликівська районна рада	Районна рада	Аграрна партія України	3422	12	0
Чернігівська обл., Куликівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	1362	5	0
Чернігівська обл., Куликівська районна рада	Районна рада	"Політична партія ""Наш край"""	1356	5	0
Чернігівська обл., Куликівська районна рада	Районна рада	Радикальна партія Олега Ляшка	794	3	0
Чернігівська обл., Куликівська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	466	1	0
Чернігівська обл., Куликівська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	360	0	0
Чернігівська обл., Куликівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	231	0	0
Чернігівська обл., Куликівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	203	0	0
Чернігівська обл., Куликівська районна рада	Районна рада	"Політична партія ""Нова держава"""	169	0	0
Чернігівська обл., Менська районна рада	Районна рада	Радикальна партія Олега Ляшка	3489	8	0
Чернігівська обл., Менська районна рада	Районна рада	"Політична партія ""Наш край"""	2365	6	0
Чернігівська обл., Менська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	1963	5	0
Чернігівська обл., Менська районна рада	Районна рада	"Партія ""Відродження"""	1872	4	0
Чернігівська обл., Менська районна рада	Районна рада	Аграрна партія України	1734	4	0
Чернігівська обл., Менська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	1610	4	0
Чернігівська обл., Менська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	1115	3	0
Чернігівська обл., Менська районна рада	Районна рада	"Політична партія ""КОНКРЕТНИХ СПРАВ"""	646	0	0
Чернігівська обл., Менська районна рада	Районна рада	Партія Зелених України	517	0	0
Чернігівська обл., Менська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	431	0	0
Чернігівська обл., Ніжинська районна рада	Районна рада	"Політична партія ""Наш край"""	2490	7	0
Чернігівська обл., Ніжинська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	2324	7	0
Чернігівська обл., Ніжинська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2171	7	0
Чернігівська обл., Ніжинська районна рада	Районна рада	Аграрна партія України	1802	5	0
Чернігівська обл., Ніжинська районна рада	Районна рада	Радикальна партія Олега Ляшка	1771	5	0
Чернігівська обл., Ніжинська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	851	3	0
Чернігівська обл., Ніжинська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	478	0	0
Чернігівська обл., Ніжинська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	460	0	0
Чернігівська обл., Ніжинська районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	196	0	0
Чернігівська обл., Новгород-Сіверська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	1727	6	0
Чернігівська обл., Новгород-Сіверська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	1496	6	0
Чернігівська обл., Новгород-Сіверська районна рада	Районна рада	"Політична партія ""Наш край"""	1057	4	0
Чернігівська обл., Новгород-Сіверська районна рада	Районна рада	Аграрна партія України	1008	4	0
Чернігівська обл., Новгород-Сіверська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	695	3	0
Чернігівська обл., Новгород-Сіверська районна рада	Районна рада	Радикальна партія Олега Ляшка	672	2	0
Чернігівська обл., Новгород-Сіверська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	400	1	0
Чернігівська обл., Носівська районна рада	Районна рада	Аграрна партія України	3289	11	0
Чернігівська обл., Носівська районна рада	Районна рада	"Політична партія ""Наш край"""	2461	9	0
Чернігівська обл., Носівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	1746	6	0
Чернігівська обл., Носівська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	1329	5	0
Чернігівська обл., Носівська районна рада	Районна рада	Радикальна партія Олега Ляшка	966	3	0
Чернігівська обл., Носівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	490	0	0
Чернігівська обл., Носівська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	481	0	0
Чернігівська обл., Носівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	319	0	0
Чернігівська обл., Прилуцька районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	3756	11	0
Чернігівська обл., Прилуцька районна рада	Районна рада	Радикальна партія Олега Ляшка	3446	10	0
Чернігівська обл., Прилуцька районна рада	Районна рада	"Політична партія ""Наш край"""	2533	7	0
Чернігівська обл., Прилуцька районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2268	7	0
Чернігівська обл., Прилуцька районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	1190	3	0
Чернігівська обл., Прилуцька районна рада	Районна рада	Аграрна партія України	989	3	0
Чернігівська обл., Прилуцька районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	667	0	0
Чернігівська обл., Прилуцька районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	501	0	0
Чернігівська обл., Прилуцька районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""СОЦІАЛІСТИ"""	217	0	0
Чернігівська обл., Ріпкинська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	3264	10	0
Чернігівська обл., Ріпкинська районна рада	Районна рада	"Політична партія ""Наш край"""	2366	7	0
Чернігівська обл., Ріпкинська районна рада	Районна рада	Аграрна партія України	2076	6	0
Чернігівська обл., Ріпкинська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2064	6	0
Чернігівська обл., Ріпкинська районна рада	Районна рада	Радикальна партія Олега Ляшка	852	3	0
Чернігівська обл., Ріпкинська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	741	2	0
Чернігівська обл., Ріпкинська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	562	0	0
Чернігівська обл., Ріпкинська районна рада	Районна рада	"Політична партія ""Нова держава"""	211	0	0
Чернігівська обл., Семенівська районна рада	Районна рада	"Політична партія ""Наш край"""	1790	7	0
Чернігівська обл., Семенівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	1363	5	0
Чернігівська обл., Семенівська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	1067	4	0
Чернігівська обл., Семенівська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	1058	4	0
Чернігівська обл., Семенівська районна рада	Районна рада	Аграрна партія України	963	4	0
Чернігівська обл., Семенівська районна рада	Районна рада	Радикальна партія Олега Ляшка	446	2	0
Чернігівська обл., Семенівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	333	0	0
Чернігівська обл., Семенівська районна рада	Районна рада	"Політична партія ""Нова держава"""	291	0	0
Чернігівська обл., Семенівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	172	0	0
Чернігівська обл., Семенівська районна рада	Районна рада	Партія ветеранів Афганістану	132	0	0
Чернігівська обл., Сосницька районна рада	Районна рада	Радикальна партія Олега Ляшка	2137	6	0
Чернігівська обл., Сосницька районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	1945	5	0
Чернігівська обл., Сосницька районна рада	Районна рада	"Політична партія ""Наш край"""	1592	4	0
Чернігівська обл., Сосницька районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	1320	4	0
Чернігівська обл., Сосницька районна рада	Районна рада	"Політична партія ""Сила людей"""	878	2	0
Чернігівська обл., Сосницька районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	709	2	0
Чернігівська обл., Сосницька районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	552	2	0
Чернігівська обл., Сосницька районна рада	Районна рада	Аграрна партія України	489	1	0
Чернігівська обл., Срібнянська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	1818	10	0
Чернігівська обл., Срібнянська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	1019	6	0
Чернігівська обл., Срібнянська районна рада	Районна рада	Радикальна партія Олега Ляшка	859	5	0
Чернігівська обл., Срібнянська районна рада	Районна рада	"Політична партія ""Наш край"""	531	3	0
Чернігівська обл., Срібнянська районна рада	Районна рада	Аграрна партія України	443	2	0
Чернігівська обл., Срібнянська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	259	0	0
Чернігівська обл., Срібнянська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	257	0	0
Чернігівська обл., Талалаївська районна рада	Районна рада	Аграрна партія України	1617	7	0
Чернігівська обл., Талалаївська районна рада	Районна рада	"Політична партія ""Наш край"""	1504	7	0
Чернігівська обл., Талалаївська районна рада	Районна рада	Радикальна партія Олега Ляшка	683	3	0
Чернігівська обл., Талалаївська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	679	3	0
Чернігівська обл., Талалаївська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	568	3	0
Чернігівська обл., Талалаївська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	505	2	0
Чернігівська обл., Талалаївська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	321	1	0
Чернігівська обл., Талалаївська районна рада	Районна рада	"Партія ""Справедливість"""	281	0	0
Чернігівська обл., Талалаївська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	236	0	0
Чернігівська обл., Чернігівська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	4823	11	0
Чернігівська обл., Чернігівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	3726	8	0
Чернігівська обл., Чернігівська районна рада	Районна рада	Радикальна партія Олега Ляшка	2906	7	0
Чернігівська обл., Чернігівська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	2525	6	0
Чернігівська обл., Чернігівська районна рада	Районна рада	Аграрна партія України	2516	6	0
Чернігівська обл., Чернігівська районна рада	Районна рада	"Політична партія ""Наш край"""	1951	4	0
Чернігівська обл., Чернігівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	1625	4	0
Чернігівська обл., Чернігівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	623	0	0
Чернігівська обл., Чернігівська районна рада	Районна рада	політична партія ДемАльянс (Демократичний альянс)	504	0	0
Чернігівська обл., Чернігівська районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	458	0	0
Чернігівська обл., Чернігівська районна рада	Районна рада	"Політична партія ""Нова держава"""	256	0	0
Чернігівська обл., Щорська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	2905	9	0
Чернігівська обл., Щорська районна рада	Районна рада	"Політична партія ""Наш край"""	1602	5	0
Чернігівська обл., Щорська районна рада	Районна рада	Аграрна партія України	1209	3	0
Чернігівська обл., Щорська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	1079	3	0
Чернігівська обл., Щорська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	952	3	0
Чернігівська обл., Щорська районна рада	Районна рада	Радикальна партія Олега Ляшка	592	2	0
Чернігівська обл., Щорська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	466	1	0
Чернігівська обл., Щорська районна рада	Районна рада	"Політична партія ""Нова держава"""	404	0	0
м.Чернігів, Деснянська районна у місті Чернігові рада	Районна у місті рада	"Політична партія ""Наш край"""	10471	8	0
м.Чернігів, Деснянська районна у місті Чернігові рада	Районна у місті рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	9952	8	0
м.Чернігів, Деснянська районна у місті Чернігові рада	Районна у місті рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	7840	6	0
м.Чернігів, Деснянська районна у місті Чернігові рада	Районна у місті рада	Радикальна партія Олега Ляшка	6205	5	0
м.Чернігів, Деснянська районна у місті Чернігові рада	Районна у місті рада	політична партія ДемАльянс (Демократичний альянс)	5228	4	0
м.Чернігів, Деснянська районна у місті Чернігові рада	Районна у місті рада	"Політична Партія ""Опозиційний блок"""	4358	3	0
м.Чернігів, Деснянська районна у місті Чернігові рада	Районна у місті рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	3873	3	0
м.Чернігів, Деснянська районна у місті Чернігові рада	Районна у місті рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	3800	3	0
м.Чернігів, Деснянська районна у місті Чернігові рада	Районна у місті рада	"Політична партія ""Громадянська позиція"""	2990	2	0
м.Чернігів, Деснянська районна у місті Чернігові рада	Районна у місті рада	Аграрна партія України	2047	0	0
м.Чернігів, Новозаводська районна у місті Чернігові рада	Районна у місті рада	"Політична партія ""Наш край"""	6355	7	0
м.Чернігів, Новозаводська районна у місті Чернігові рада	Районна у місті рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	5372	5	0
м.Чернігів, Новозаводська районна у місті Чернігові рада	Районна у місті рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	4823	5	0
м.Чернігів, Новозаводська районна у місті Чернігові рада	Районна у місті рада	Радикальна партія Олега Ляшка	4672	5	0
м.Чернігів, Новозаводська районна у місті Чернігові рада	Районна у місті рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	2711	3	0
м.Чернігів, Новозаводська районна у місті Чернігові рада	Районна у місті рада	"Політична Партія ""Опозиційний блок"""	2553	3	0
м.Чернігів, Новозаводська районна у місті Чернігові рада	Районна у місті рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	2267	2	0
м.Чернігів, Новозаводська районна у місті Чернігові рада	Районна у місті рада	"Політична партія ""Громадянська позиція"""	2111	2	0
м.Чернігів, Новозаводська районна у місті Чернігові рада	Районна у місті рада	політична партія ДемАльянс (Демократичний альянс)	2073	2	0
м.Чернігів, Новозаводська районна у місті Чернігові рада	Районна у місті рада	Аграрна партія України	1872	2	0
Бахмацький р-н, Бахмацька міська рада	Міська в районі рада	"Політична партія ""Наш край"""	1572	6	0
Бахмацький р-н, Бахмацька міська рада	Міська в районі рада	Радикальна партія Олега Ляшка	1264	5	0
Бахмацький р-н, Бахмацька міська рада	Міська в районі рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	1230	5	0
Бахмацький р-н, Бахмацька міська рада	Міська в районі рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	683	3	0
Бахмацький р-н, Бахмацька міська рада	Міська в районі рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	682	3	0
Бахмацький р-н, Бахмацька міська рада	Міська в районі рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	544	2	0
Бахмацький р-н, Бахмацька міська рада	Міська в районі рада	Аграрна партія України	480	2	0
Бахмацький р-н, Бахмацька міська рада	Міська в районі рада	"Політична Партія ""Опозиційний блок"""	244	0	0
Бахмацький р-н, Батуринська міська рада	Міська в районі рада	"Політична партія ""Наш край"""	386	6	0
Бахмацький р-н, Батуринська міська рада	Міська в районі рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	146	2	0
Бахмацький р-н, Батуринська міська рада	Міська в районі рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	126	2	0
Бахмацький р-н, Батуринська міська рада	Міська в районі рада	Аграрна партія України	91	2	0
Бахмацький р-н, Батуринська міська рада	Міська в районі рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	88	1	0
Бахмацький р-н, Батуринська міська рада	Міська в районі рада	Радикальна партія Олега Ляшка	85	1	0
Бахмацький р-н, Батуринська міська рада	Міська в районі рада	"Політична Партія ""Опозиційний блок"""	31	0	0
Бобровицький р-н, Бобровицька міська рада	Міська в районі рада	Аграрна партія України	1094	7	0
Бобровицький р-н, Бобровицька міська рада	Міська в районі рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	978	7	0
Бобровицький р-н, Бобровицька міська рада	Міська в районі рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	734	5	0
Бобровицький р-н, Бобровицька міська рада	Міська в районі рада	Радикальна партія Олега Ляшка	518	3	0
Бобровицький р-н, Бобровицька міська рада	Міська в районі рада	"Політична партія ""Наш край"""	284	2	0
Бобровицький р-н, Бобровицька міська рада	Міська в районі рада	"Політична Партія ""Опозиційний блок"""	230	2	0
Борзнянський р-н, Борзнянська міська рада	Міська в районі рада	"Політична партія ""Наш край"""	1024	7	0
Борзнянський р-н, Борзнянська міська рада	Міська в районі рада	Радикальна партія Олега Ляшка	792	6	0
Борзнянський р-н, Борзнянська міська рада	Міська в районі рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	757	5	0
Борзнянський р-н, Борзнянська міська рада	Міська в районі рада	Аграрна партія України	730	5	0
Борзнянський р-н, Борзнянська міська рада	Міська в районі рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	497	3	0
Борзнянський р-н, Борзнянська міська рада	Міська в районі рада	"Політична партія ""Нова держава"""	103	0	0
Городнянський р-н, Городнянська міська рада	Міська в районі рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	874	6	0
Городнянський р-н, Городнянська міська рада	Міська в районі рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	841	6	0
Городнянський р-н, Городнянська міська рада	Міська в районі рада	"Політична партія ""Наш край"""	645	4	0
Городнянський р-н, Городнянська міська рада	Міська в районі рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	520	4	0
Городнянський р-н, Городнянська міська рада	Міська в районі рада	"Політична Партія ""Опозиційний блок"""	422	3	0
Городнянський р-н, Городнянська міська рада	Міська в районі рада	Радикальна партія Олега Ляшка	351	2	0
Городнянський р-н, Городнянська міська рада	Міська в районі рада	"Політична партія ""Сила і Честь"""	212	1	0
Городнянський р-н, Городнянська міська рада	Міська в районі рада	"Політична партія ""Нова держава"""	110	0	0
Ічнянський р-н, Ічнянська міська рада	Міська в районі рада	Аграрна партія України	981	7	0
Ічнянський р-н, Ічнянська міська рада	Міська в районі рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	598	4	0
Ічнянський р-н, Ічнянська міська рада	Міська в районі рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	522	4	0
Ічнянський р-н, Ічнянська міська рада	Міська в районі рада	Радикальна партія Олега Ляшка	496	4	0
Ічнянський р-н, Ічнянська міська рада	Міська в районі рада	"Політична партія ""Наш край"""	409	3	0
Ічнянський р-н, Ічнянська міська рада	Міська в районі рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	249	2	0
Ічнянський р-н, Ічнянська міська рада	Міська в районі рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	234	2	0
Козелецький р-н, Остерська міська рада	Міська в районі рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	503	6	0
Козелецький р-н, Остерська міська рада	Міська в районі рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	449	6	0
Козелецький р-н, Остерська міська рада	Міська в районі рада	"Політична партія ""Наш край"""	448	6	0
Козелецький р-н, Остерська міська рада	Міська в районі рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	365	4	0
Козелецький р-н, Остерська міська рада	Міська в районі рада	Аграрна партія України	343	4	0
Козелецький р-н, Остерська міська рада	Міська в районі рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	103	0	0
